Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1999,461,Günter,Blobel,medicine,1,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",male,21/05/1936,Germany (now Poland),Waltersdorf (now Niegoslawice),18/02/2018,USA,New York NY,PL,US,Rockefeller University,New York NY,USA
2000,730,Alan,MacDiarmid,chemistry,3,"""for the discovery and development of conductive polymers""",male,14/04/1927,New Zealand,Masterton,07/02/2007,USA,Drexel Hill PA,NZ,US,University of Pennsylvania,Philadelphia PA,USA
2000,734,Xingjian,Gao,literature,1,"""for an œuvre of universal validity bitter insights and linguistic ingenuity which has opened new paths for the Chinese novel and drama""",male,04/01/1940,China,Ganzhou,0000-00-00,,,CN,,,,
2000,733,Daniel L.,McFadden,economics,2,"""for his development of theory and methods for analyzing discrete choice""",male,29/07/1937,USA,Raleigh NC,0000-00-00,,,US,,University of California,Berkeley CA,USA
2000,732,James J.,Heckman,economics,2,"""for his development of theory and methods for analyzing selective samples""",male,19/04/1944,USA,Chicago IL,0000-00-00,,,US,,University of Chicago,Chicago IL,USA
2000,731,Hideki,Shirakawa,chemistry,3,"""for the discovery and development of conductive polymers""",male,20/08/1936,Japan,Tokyo,0000-00-00,,,JP,,University of Tsukuba,Tsukuba,Japan
2000,729,Alan,Heeger,chemistry,3,"""for the discovery and development of conductive polymers""",male,22/01/1936,USA,Sioux City IA,0000-00-00,,,US,,University of California,Santa Barbara CA,USA
2000,723,Paul,Greengard,medicine,3,"""for their discoveries concerning signal transduction in the nervous system""",male,11/12/1925,USA,New York NY,13/04/2019,USA,New York NY,US,US,Rockefeller University,New York NY,USA
2000,727,Herbert,Kroemer,physics,4,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",male,25/08/1928,Germany,Weimar,0000-00-00,,,DE,,University of California,Santa Barbara CA,USA
2000,726,Zhores,Alferov,physics,4,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",male,15/03/1930,USSR (now Belarus),Vitebsk Belorussia,01/03/2019,Russia,St. Petersburg,BY,RU,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia
2000,725,Kim,Dae-jung,peace,1,"""for his work for democracy and human rights in South Korea and in East Asia in general and for peace and reconciliation with North Korea in particular""",male,03/12/1925,Korea (now South Korea),Mokpo,18/08/2009,,,KR,,,,
2000,724,Eric,Kandel,medicine,3,"""for their discoveries concerning signal transduction in the nervous system""",male,07/11/1929,Austria,Vienna,0000-00-00,,,AT,,Columbia University,New York NY,USA
2000,722,Arvid,Carlsson,medicine,3,"""for their discoveries concerning signal transduction in the nervous system""",male,25/01/1923,Sweden,Uppsala,29/06/2018,Sweden,Gothenburg,SE,SE,Göteborg University,Gothenburg,Sweden
2000,728,Jack,Kilby,physics,2,"""for his part in the invention of the integrated circuit""",male,08/11/1923,USA,Jefferson City MO,20/06/2005,USA,Dallas TX,US,US,Texas Instruments,Dallas TX,USA
2001,744,George A.,Akerlof,economics,3,"""for their analyses of markets with asymmetric information""",male,17/06/1940,USA,New Haven CT,0000-00-00,,,US,,University of California,Berkeley CA,USA
2001,749,Kofi,Annan,peace,2,"""for their work for a better organized and more peaceful world""",male,08/04/1938,Gold Coast (now Ghana),Kumasi,18/08/2018,Switzerland,Bern,GH,CH,,,
2001,748,United Nations,,peace,2,"""for their work for a better organized and more peaceful world""",org,1945-00-00,,,0000-00-00,,,,,,,
2001,747,V. S.,Naipaul,literature,1,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",male,17/08/1932,Trinidad and Tobago,Chaguanas,11/08/2018,United Kingdom,London,TT,GB,,,
2001,746,Joseph E.,Stiglitz,economics,3,"""for their analyses of markets with asymmetric information""",male,09/02/1943,USA,Gary IN,0000-00-00,,,US,,Columbia University,New York NY,USA
2001,745,A. Michael,Spence,economics,3,"""for their analyses of markets with asymmetric information""",male,1943-00-00,USA,Montclair NJ,0000-00-00,,,US,,Stanford University,Stanford CA,USA
2001,743,Barry,Sharpless,chemistry,2,"""for his work on chirally catalysed oxidation reactions""",male,28/04/1941,USA,Philadelphia PA,0000-00-00,,,US,,"The Scripps Research Institute, Scripps Research",La Jolla CA,USA
2001,742,Ryoji,Noyori,chemistry,4,"""for their work on chirally catalysed hydrogenation reactions""",male,03/09/1938,Japan,Kobe,0000-00-00,,,JP,,Nagoya University,Nagoya,Japan
2001,741,William,Knowles,chemistry,4,"""for their work on chirally catalysed hydrogenation reactions""",male,01/06/1917,USA,Taunton MA,13/06/2012,USA,Chesterfield MO,US,US,,,
2001,740,Carl,Wieman,physics,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",male,26/03/1951,USA,Corvallis OR,0000-00-00,,,US,,University of Colorado JILA,Boulder CO,USA
2001,739,Wolfgang,Ketterle,physics,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",male,21/10/1957,West Germany (now Germany),Heidelberg,0000-00-00,,,DE,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2001,738,Eric,Cornell,physics,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",male,19/12/1961,USA,Palo Alto CA,0000-00-00,,,US,,University of Colorado JILA,Boulder CO,USA
2001,737,Sir Paul,Nurse,medicine,3,"""for their discoveries of key regulators of the cell cycle""",male,25/01/1949,United Kingdom,Norwich,0000-00-00,,,GB,,Imperial Cancer Research Fund,London,United Kingdom
2001,736,Tim,Hunt,medicine,3,"""for their discoveries of key regulators of the cell cycle""",male,19/02/1943,United Kingdom,Neston,0000-00-00,,,GB,,Imperial Cancer Research Fund,London,United Kingdom
2001,735,Leland,Hartwell,medicine,3,"""for their discoveries of key regulators of the cell cycle""",male,30/10/1939,USA,Los Angeles CA,0000-00-00,,,US,,Fred Hutchinson Cancer Research Center,Seattle WA,USA
2002,762,Jimmy,Carter,peace,1,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""",male,01/10/1924,USA,Plains GA,0000-00-00,,,US,,,,
2002,761,Imre,Kertész,literature,1,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",male,09/11/1929,Hungary,Budapest,31/03/2016,Hungary,Budapest,HU,HU,,,
2002,759,Daniel,Kahneman,economics,2,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",male,05/03/1934,British Mandate of Palestine (now Israel),Tel Aviv,0000-00-00,,,IL,,Princeton University,Princeton NJ,USA
2002,758,Kurt,Wüthrich,chemistry,2,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",male,04/10/1938,Switzerland,Aarberg,0000-00-00,,,CH,,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
2002,757,Koichi,Tanaka,chemistry,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",male,03/08/1959,Japan,Toyama City,0000-00-00,,,JP,,Shimadzu Corp.,Kyoto,Japan
2002,756,John B.,Fenn,chemistry,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",male,15/06/1917,USA,New York NY,10/12/2010,USA,Richmond VA,US,US,Virginia Commonwealth University,Richmond VA,USA
2002,760,Vernon L.,Smith,economics,2,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",male,01/01/1927,USA,Wichita KS,0000-00-00,,,US,,George Mason University,Fairfax VA,USA
2002,754,Masatoshi,Koshiba,physics,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",male,19/09/1926,Japan,Toyohashi,12/11/2020,Japan,Tokyo,JP,JP,University of Tokyo,Tokyo,Japan
2002,753,Raymond,Davis Jr.,physics,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",male,14/10/1914,USA,Washington D.C.,31/05/2006,USA,Blue Point NY,US,US,University of Pennsylvania,Philadelphia PA,USA
2002,752,John E.,Sulston,medicine,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",male,27/03/1942,United Kingdom,Cambridge,06/03/2018,United Kingdom,Stapleford Cambridgeshire,GB,GB,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom
2002,751,H. Robert,Horvitz,medicine,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",male,08/05/1947,USA,Chicago IL,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2002,750,Sydney,Brenner,medicine,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",male,13/01/1927,South Africa,Germiston,05/04/2019,Singapore,,ZA,SG,The Molecular Sciences Institute,Berkeley CA,USA
2002,755,Riccardo,Giacconi,physics,2,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""",male,06/10/1931,Italy,Genoa,16/12/2018,USA,La Jolla CA,IT,US,Associated Universities Inc.,Washington D.C.,USA
2003,773,Shirin,Ebadi,peace,1,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",female,21/06/1947,Iran,Hamadan,0000-00-00,,,IR,,,,
2003,772,Clive W.J.,Granger,economics,2,"""for methods of analyzing economic time series with common trends (cointegration)""",male,04/09/1934,United Kingdom,Swansea,27/05/2009,USA,San Diego CA,GB,US,University of California,San Diego CA,USA
2003,771,Robert F.,Engle III,economics,2,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",male,10/11/1942,USA,Syracuse NY,0000-00-00,,,US,,New York University,New York NY,USA
2003,770,Roderick,MacKinnon,chemistry,2,"""for structural and mechanistic studies of ion channels""",male,19/02/1956,USA,Burlington MA,0000-00-00,,,US,,Rockefeller University,New York NY,USA
2003,769,Peter,Agre,chemistry,2,"""for the discovery of water channels""",male,30/01/1949,USA,Northfield MN,0000-00-00,,,US,,Johns Hopkins University School of Medicine,Baltimore MD,USA
2003,768,Anthony J.,Leggett,physics,3,"""for pioneering contributions to the theory of superconductors and superfluids""",male,26/03/1938,United Kingdom,London,0000-00-00,,,GB,,University of Illinois,Urbana IL,USA
2003,767,Vitaly L.,Ginzburg,physics,3,"""for pioneering contributions to the theory of superconductors and superfluids""",male,04/10/1916,Russia,Moscow,08/11/2009,,,RU,,P.N. Lebedev Physical Institute,Moscow,Russia
2003,765,Sir Peter,Mansfield,medicine,2,"""for their discoveries concerning magnetic resonance imaging""",male,09/10/1933,United Kingdom,London,08/02/2017,,,GB,,University of Nottingham School of Physics and Astronomy,Nottingham,United Kingdom
2003,764,Paul C.,Lauterbur,medicine,2,"""for their discoveries concerning magnetic resonance imaging""",male,06/05/1929,USA,Sidney OH,27/03/2007,USA,Urbana IL,US,US,University of Illinois,Urbana IL,USA
2003,763,J. M.,Coetzee,literature,1,"""who in innumerable guises portrays the surprising involvement of the outsider""",male,09/02/1940,South Africa,Cape Town,0000-00-00,,,ZA,,,,
2003,766,Alexei,Abrikosov,physics,3,"""for pioneering contributions to the theory of superconductors and superfluids""",male,25/06/1928,USSR (now Russia),Moscow,29/03/2017,,,RU,,Argonne National Laboratory,Argonne IL,USA
2004,787,Edward C.,Prescott,economics,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",male,26/12/1940,USA,Glens Falls NY,06/11/2022,USA,Paradise Valley AZ,US,US,Arizona State University,Tempe AZ,USA
2004,781,Irwin,Rose,chemistry,3,"""for the discovery of ubiquitin-mediated protein degradation""",male,16/07/1926,USA,Brooklyn NY,03/06/2015,USA,Deerfield MA,US,US,University of California,Irvine CA,USA
2004,786,Finn E.,Kydland,economics,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",male,01/12/1943,Norway,Gjesdal,0000-00-00,,,NO,,Carnegie Mellon University,Pittsburgh PA,USA
2004,783,Wangari,Maathai,peace,1,"""for her contribution to sustainable development democracy and peace""",female,01/04/1940,Kenya,Nyeri,25/09/2011,Kenya,Nairobi,KE,KE,,,
2004,782,Elfriede,Jelinek,literature,1,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",female,20/10/1946,Austria,Mürzzuschlag,0000-00-00,,,AT,,,,
2004,780,Avram,Hershko,chemistry,3,"""for the discovery of ubiquitin-mediated protein degradation""",male,31/12/1937,Hungary,Karcag,0000-00-00,,,HU,,Technion - Israel Institute of Technology,Haifa,Israel
2004,776,David J.,Gross,physics,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",male,19/02/1941,USA,Washington D.C.,0000-00-00,,,US,,University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA
2004,778,Frank,Wilczek,physics,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",male,15/05/1951,USA,New York NY,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2004,777,H. David,Politzer,physics,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",male,31/08/1949,USA,New York NY,0000-00-00,,,US,,California Institute of Technology (Caltech),Pasadena CA,USA
2004,775,Linda B.,Buck,medicine,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",female,29/01/1947,USA,Seattle WA,0000-00-00,,,US,,Fred Hutchinson Cancer Research Center,Seattle WA,USA
2004,774,Richard,Axel,medicine,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",male,02/07/1946,USA,New York NY,0000-00-00,,,US,,Columbia University,New York NY,USA
2004,779,Aaron,Ciechanover,chemistry,3,"""for the discovery of ubiquitin-mediated protein degradation""",male,01/10/1947,British Protectorate of Palestine (now Israel),Haifa,0000-00-00,,,IL,,Technion - Israel Institute of Technology,Haifa,Israel
2005,801,Harold,Pinter,literature,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",male,10/10/1930,United Kingdom,London,24/12/2008,United Kingdom,London,GB,GB,,,
2005,800,Thomas C.,Schelling,economics,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",male,14/04/1921,USA,Oakland CA,13/12/2016,USA,Bethesda MD,US,US,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA
2005,798,Mohamed,ElBaradei,peace,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",male,17/06/1942,Egypt,Cairo,0000-00-00,,,EG,,,,
2005,797,International Atomic Energy Agency,,peace,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",org,1957-00-00,,,0000-00-00,,,,,,,
2005,796,Richard R.,Schrock,chemistry,3,"""for the development of the metathesis method in organic synthesis""",male,04/01/1945,USA,Berne IN,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2005,795,Robert H.,Grubbs,chemistry,3,"""for the development of the metathesis method in organic synthesis""",male,27/02/1942,USA,Possum Trot KY,19/12/2021,USA,Duarte CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
2005,799,Robert J.,Aumann,economics,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",male,08/06/1930,Germany,Frankfurt-on-the-Main,0000-00-00,,,DE,,University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel
2005,793,Theodor W.,Hänsch,physics,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",male,30/10/1941,Germany,Heidelberg,0000-00-00,,,DE,,Max-Planck-Institut für Quantenoptik,Garching,Germany
2005,792,John L.,Hall,physics,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",male,21/08/1934,USA,Denver CO,0000-00-00,,,US,,University of Colorado JILA,Boulder CO,USA
2005,791,Roy J.,Glauber,physics,2,"""for his contribution to the quantum theory of optical coherence""",male,01/09/1925,USA,New York NY,26/12/2018,USA,Newton MA,US,US,Harvard University,Cambridge MA,USA
2005,790,J. Robin,Warren,medicine,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",male,11/06/1937,Australia,Adelaide,0000-00-00,,,AU,,,,
2005,789,Barry J.,Marshall,medicine,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",male,30/09/1951,Australia,Kalgoorlie,0000-00-00,,,AU,,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia
2005,794,Yves,Chauvin,chemistry,3,"""for the development of the metathesis method in organic synthesis""",male,10/10/1930,Belgium,Menin,27/01/2015,France,Tours,BE,FR,Institut Français du Pétrole,Rueil-Malmaison,France
2006,810,Grameen Bank,,peace,2,"""for their efforts to create economic and social development from below""",org,1976-00-00,,,0000-00-00,,,,,,,
2006,809,Muhammad,Yunus,peace,2,"""for their efforts to create economic and social development from below""",male,28/06/1940,British India (now Bangladesh),Chittagong,0000-00-00,,,BD,,,,
2006,808,Orhan,Pamuk,literature,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",male,07/06/1952,Turkey,Istanbul,0000-00-00,,,TR,,,,
2006,807,Edmund S.,Phelps,economics,1,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",male,26/07/1933,USA,Evanston IL,0000-00-00,,,US,,Columbia University,New York NY,USA
2006,806,Roger D.,Kornberg,chemistry,1,"""for his studies of the molecular basis of eukaryotic transcription""",male,24/04/1947,USA,St. Louis MO,0000-00-00,,,US,,Stanford University,Stanford CA,USA
2006,805,George F.,Smoot,physics,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",male,20/02/1945,USA,Yukon FL,0000-00-00,,,US,,University of California,Berkeley CA,USA
2006,803,Craig C.,Mello,medicine,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",male,18/10/1960,USA,New Haven CT,0000-00-00,,,US,,University of Massachusetts Medical School,Worcester MA,USA
2006,802,Andrew Z.,Fire,medicine,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",male,27/04/1959,USA,Stanford CA,0000-00-00,,,US,,Stanford University School of Medicine,Stanford CA,USA
2006,804,John C.,Mather,physics,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",male,07/08/1946,USA,Roanoke VA,0000-00-00,,,US,,NASA Goddard Space Flight Center,Greenbelt MD,USA
2007,822,Roger B.,Myerson,economics,3,"""for having laid the foundations of mechanism design theory""",male,29/03/1951,USA,Boston MA,0000-00-00,,,US,,University of Chicago,Chicago IL,USA
2007,821,Eric S.,Maskin,economics,3,"""for having laid the foundations of mechanism design theory""",male,12/12/1950,USA,New York NY,0000-00-00,,,US,,Institute for Advanced Study,Princeton NJ,USA
2007,820,Leonid,Hurwicz,economics,3,"""for having laid the foundations of mechanism design theory""",male,21/08/1917,Russia,Moscow,24/06/2008,USA,Minneapolis MN,RU,US,University of Minnesota,Minneapolis MN,USA
2007,819,Al,Gore,peace,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",male,31/03/1948,USA,Washington D.C.,0000-00-00,,,US,,,,
2007,818,Intergovernmental Panel on Climate Change,,peace,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",org,1988-00-00,,,0000-00-00,,,,,,,
2007,816,Gerhard,Ertl,chemistry,1,"""for his studies of chemical processes on solid surfaces""",male,10/10/1936,Germany,Bad Cannstatt,0000-00-00,,,DE,,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
2007,817,Doris,Lessing,literature,1,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",female,22/10/1919,Persia (now Iran),Kermanshah,17/11/2013,United Kingdom,London,IR,GB,,,
2007,814,Albert,Fert,physics,2,"""for the discovery of Giant Magnetoresistance""",male,07/03/1938,France,Carcassonne,0000-00-00,,,FR,,Universit&eacute; Paris-Sud,Orsay,France
2007,813,Oliver,Smithies,medicine,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",male,23/06/1925,United Kingdom,Halifax,10/01/2017,USA,Chapel Hill NC,GB,US,University of North Carolina,Chapel Hill NC,USA
2007,812,Sir Martin J.,Evans,medicine,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",male,01/01/1941,United Kingdom,Stroud,0000-00-00,,,GB,,Cardiff University,Cardiff,United Kingdom
2007,811,Mario R.,Capecchi,medicine,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",male,06/10/1937,Italy,Verona,0000-00-00,,,IT,,University of Utah,Salt Lake City UT,USA
2007,815,Peter,Grünberg,physics,2,"""for the discovery of Giant Magnetoresistance""",male,18/05/1939,Czechoslovakia (now Czech Republic),Plzen,09/04/2018,Germany,Jülich,CZ,DE,Forschungszentrum J&uuml;lich,Jülich,Germany
2008,833,Martti,Ahtisaari,peace,1,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",male,23/06/1937,Finland,Viipuri (now Vyborg),0000-00-00,,,FI,,,,
2008,832,Jean-Marie Gustave,Le Clézio,literature,1,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",male,13/04/1940,France,Nice,0000-00-00,,,FR,,,,
2008,831,Roger Y.,Tsien,chemistry,3,"""for the discovery and development of the green fluorescent protein GFP""",male,01/02/1952,USA,New York NY,24/08/2016,USA,Eugene OR,US,US,University of California,San Diego CA,USA
2008,830,Martin,Chalfie,chemistry,3,"""for the discovery and development of the green fluorescent protein GFP""",male,15/01/1947,USA,Chicago IL,0000-00-00,,,US,,Columbia University,New York NY,USA
2008,829,Osamu,Shimomura,chemistry,3,"""for the discovery and development of the green fluorescent protein GFP""",male,27/08/1928,Japan,Kyoto,19/10/2018,Japan,Nagasaki,JP,JP,Marine Biological Laboratory (MBL),Woods Hole MA,USA
2008,828,Toshihide,Maskawa,physics,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",male,07/02/1940,Japan,Nagoya,23/07/2021,Japan,Kyoto,JP,JP,Kyoto Sangyo University,Kyoto,Japan
2008,834,Paul,Krugman,economics,1,"""for his analysis of trade patterns and location of economic activity""",male,28/02/1953,USA,New York NY,0000-00-00,,,US,,Princeton University,Princeton NJ,USA
2008,826,Yoichiro,Nambu,physics,2,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",male,18/01/1921,Japan,Tokyo,05/07/2015,Japan,Osaka,JP,JP,Enrico Fermi Institute University of Chicago,Chicago IL,USA
2008,825,Luc,Montagnier,medicine,4,"""for their discovery of human immunodeficiency virus""",male,18/08/1932,France,Chabris,08/02/2022,France,Paris,FR,FR,World Foundation for AIDS Research and Prevention,Paris,France
2008,824,Françoise,Barré-Sinoussi,medicine,4,"""for their discovery of human immunodeficiency virus""",female,30/07/1947,France,Paris,0000-00-00,,,FR,,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France
2008,823,Harald,zur Hausen,medicine,2,"""for his discovery of human papilloma viruses causing cervical cancer""",male,11/03/1936,Germany,Gelsenkirchen,0000-00-00,,,DE,,German Cancer Research Center,Heidelberg,Germany
2008,827,Makoto,Kobayashi,physics,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",male,07/04/1944,Japan,Nagoya,0000-00-00,,,JP,,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan
2009,847,Oliver E.,Williamson,economics,2,"""for his analysis of economic governance especially the boundaries of the firm""",male,27/09/1932,USA,Superior WI,0000-00-00,,,US,,University of California,Berkeley CA,USA
2009,846,Elinor,Ostrom,economics,2,"""for her analysis of economic governance especially the commons""",female,07/08/1933,USA,Los Angeles CA,12/06/2012,USA,Bloomington IN,US,US,Indiana University,Bloomington IN,USA
2009,845,Barack,Obama,peace,1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",male,04/08/1961,USA,Honolulu HI,0000-00-00,,,US,,,,
2009,844,Herta,Müller,literature,1,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",female,17/08/1953,Romania,Nitzkydorf Banat,0000-00-00,,,RO,,,,
2009,843,Ada E.,Yonath,chemistry,3,"""for studies of the structure and function of the ribosome""",female,22/06/1939,British Mandate of Palestine (now Israel),Jerusalem,0000-00-00,,,IL,,Weizmann Institute of Science,Rehovot,Israel
2009,842,Thomas A.,Steitz,chemistry,3,"""for studies of the structure and function of the ribosome""",male,23/08/1940,USA,Milwaukee WI,23/08/2018,USA,Branford CT,US,US,Yale University,New Haven CT,USA
2009,841,Venkatraman,Ramakrishnan,chemistry,3,"""for studies of the structure and function of the ribosome""",male,1952-00-00,India,Chidambaram Tamil Nadu,0000-00-00,,,IN,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
2009,840,George E.,Smith,physics,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",male,10/05/1930,USA,White Plains NY,0000-00-00,,,US,,Bell Laboratories,Murray Hill NJ,USA
2009,838,Charles K.,Kao,physics,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",male,04/11/1933,China,Shanghai,23/09/2018,,Hong Kong,CN,,Standard Telecommunication Laboratories,Harlow,United Kingdom
2009,837,Jack W.,Szostak,medicine,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",male,09/11/1952,United Kingdom,London,0000-00-00,,,GB,,Harvard Medical School,Boston MA,USA
2009,836,Carol W.,Greider,medicine,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",female,15/04/1961,USA,San Diego CA,0000-00-00,,,US,,Johns Hopkins University School of Medicine,Baltimore MD,USA
2009,835,Elizabeth H.,Blackburn,medicine,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",female,26/11/1948,Australia,Hobart Tasmania,0000-00-00,,,AU,,University of California,San Francisco CA,USA
2009,839,Willard S.,Boyle,physics,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",male,19/08/1924,Canada,Amherst NS,07/05/2011,Canada,Truro NS,CA,CA,Bell Laboratories,Murray Hill NJ,USA
2010,857,Dale T.,Mortensen,economics,3,"""for their analysis of markets with search frictions""",male,02/02/1939,USA,Enterprise OR,09/01/2014,USA,Wilmette IL,US,US,Northwestern University,Evanston IL,USA
2010,854,Mario,Vargas Llosa,literature,1,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",male,28/03/1936,Peru,Arequipa,0000-00-00,,,PE,,,,
2010,858,Christopher A.,Pissarides,economics,3,"""for their analysis of markets with search frictions""",male,20/02/1948,Cyprus,Nicosia,0000-00-00,,,CY,,London School of Economics and Political Science,London,United Kingdom
2010,855,Xiaobo,Liu,peace,1,"""for his long and non-violent struggle for fundamental human rights in China""",male,28/12/1955,China,Changchun,13/07/2017,China,Shenyang,CN,CN,,,
2010,853,Akira,Suzuki,chemistry,3,"""for palladium-catalyzed cross couplings in organic synthesis""",male,12/09/1930,Japan,Mukawa,0000-00-00,,,JP,,Hokkaido University,Sapporo,Japan
2010,856,Peter A.,Diamond,economics,3,"""for their analysis of markets with search frictions""",male,29/04/1940,USA,New York NY,0000-00-00,,,US,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2010,851,Richard F.,Heck,chemistry,3,"""for palladium-catalyzed cross couplings in organic synthesis""",male,15/08/1931,USA,Springfield MA,09/10/2015,Philippines,Manila,US,PH,University of Delaware,,USA
